pathway_id	pathway_name	genes
9830364	Formation of the nephric duct	BMP4,CTNNB1,EMX2,FGF2,GATA3,HOXA6,HOXB4,ID4,LHX1,MECOM,NPNT,OSR1,PAX2,PAX8,PCDH19,PLAC8,RET,WFDC2
193704	p75 NTR receptor-mediated signalling	AATF,ABR,ADAM17,AKAP13,APH1A,APH1B,ARHGDIA,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF26,ARHGEF3,ARHGEF33,ARHGEF35,ARHGEF37,ARHGEF38,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,BAD,BCL2L11,BEX3,CASP2,CASP3,ECT2,FGD1,FGD2,FGD3,FGD4,GNA13,HDAC1,HDAC2,HDAC3,IKBKB,IRAK1,ITGB3BP,ITSN1,KALRN,LINGO1,MAG,MAGED1,MAPK8,MCF2,MCF2L,MYD88,NCSTN,NET1,NFKB1,NFKBIA,NGEF,NGF,NGFR,OBSCN,OMG,PLEKHG2,PLEKHG5,PRDM4,PREX1,PRKCI,PSEN1,PSEN2,PSENEN,RAC1,RASGRF2,RELA,RHOA,RIPK2,RPS27A,RTN4,SMPD2,SORCS3,SOS1,SOS2,SQSTM1,TIAM1,TIAM2,TRAF6,TRIO,UBA52,UBB,UBC,VAV1,VAV2,VAV3,YWHAE
8949613	Cristae formation	APOO,APOOL,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5MJ,ATP5MK,ATP5PB,ATP5PD,ATP5PF,ATP5PO,CHCHD3,CHCHD6,DMAC2L,DNAJC11,HSPA9,IMMT,MICOS10,MICOS13,MT-ATP6,MT-ATP8,MTX1,MTX2,SAMM50,TMEM11
165159	MTOR signalling	AKT1,AKT1S1,AKT2,CAB39,CAB39L,EEF2K,EIF4B,EIF4E,EIF4EBP1,EIF4G1,FKBP1A,LAMTOR1,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,MLST8,MTOR,PPM1A,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3,RHEB,RPS6,RPS6KB1,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SLC38A9,STK11,STRADA,STRADB,TSC1,TSC2,YWHAB
2028269	Signaling by Hippo	AMOT,AMOTL1,AMOTL2,CASP3,DVL2,LATS1,LATS2,MOB1A,MOB1B,NPHP4,SAV1,STK3,STK4,TJP1,TJP2,WWC1,WWTR1,YAP1,YWHAB,YWHAE
447115	Interleukin-12 family signaling	AIP,ANXA2,ARF1,BOLA2,CA1,CANX,CAPZA1,CDC42,CFL1,CNN2,CRLF1,EBI3,GSTA2,GSTO1,HNRNPA2B1,HNRNPDL,HNRNPF,HSPA9,IFNG,IL10,IL12A,IL12B,IL12RB1,IL12RB2,IL23A,IL23R,IL27,IL27RA,IL6ST,JAK1,JAK2,LCP1,LMNB1,MIF,MSN,MTAP,P4HB,PAK2,PDCD4,PITPNA,PPIA,PSME2,RALA,RAP1B,RPLP0,SERPINB2,SNRPA1,SOD1,SOD2,STAT1,STAT3,STAT4,TALDO1,TCP1,TYK2,VAMP7
351202	Metabolism of polyamines	ADRM1,AGMAT,AMD1,AZIN1,AZIN2,NQO1,OAZ1,OAZ2,OAZ3,ODC1,PAOX,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,SAT1,SEM1,SMOX,SMS,SRM
189200	Cellular hexose transport	FGF21,MFSD4B,SLC2A1,SLC2A10,SLC2A11,SLC2A12,SLC2A14,SLC2A2,SLC2A3,SLC2A4,SLC2A6,SLC2A7,SLC2A8,SLC2A9,SLC45A3,SLC50A1,SLC5A1,SLC5A10,SLC5A2,SLC5A4,SLC5A9
189445	Metabolism of porphyrins	ABCC1,ABCC2,ABCG2,ALAD,ALAS1,ALAS2,ALB,BLVRA,BLVRB,COX10,COX15,CPOX,FABP1,FECH,FLVCR1,GSTA1,GUSB,HMBS,HMOX1,HMOX2,PPOX,SLCO1B1,SLCO1B3,SLCO2B1,UGT1A1,UGT1A4,UROD,UROS
879415	Advanced glycosylation endproduct receptor signaling	AGER,APP,CAPZA1,CAPZA2,DDOST,HMGB1,LGALS3,MAPK1,MAPK3,PRKCSH,S100A12,S100B,SAA1
3215018	Processing and activation of SUMO	RWDD3,SAE1,SENP1,SENP2,SENP5,SUMO1,SUMO2,SUMO3,UBA2,UBE2I
9840373	Cellular response to mitochondrial stress	DELE1,EIF2AK1,EIF2S1,EIF2S2,EIF2S3,OMA1,PHB2,STOML2,YME1L1
912446	Meiotic recombination	ATM,BLM,BRCA1,BRCA2,CDK2,CDK4,DMC1,FIGNL1,FIRRM,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3-4,H3C15,H4C1,HIST1H3G,MLH1,MLH3,MND1,MRE11,MSH4,MSH5,NBN,PRDM9,PSMC3IP,RAD50,RAD51,RAD51C,RBBP8,RPA1,RPA2,RPA3,SPO11,TEX15,TOP3A
388844	Receptor-type tyrosine-protein phosphatases	IL1RAP,IL1RAPL1,IL1RAPL2,LRRC4B,NTRK3,PPFIA1,PPFIA2,PPFIA3,PPFIA4,PPFIBP1,PPFIBP2,PTPRD,PTPRF,PTPRS,SLITRK1,SLITRK2,SLITRK3,SLITRK4,SLITRK5,SLITRK6
983712	Ion channel transport	ANO1,ANO10,ANO2,ANO3,ANO4,ANO5,ANO6,ANO7,ANO8,ANO9,ASIC1,ASIC2,ASIC3,ASIC4,ASIC5,ASPH,ATP10A,ATP10B,ATP10D,ATP11A,ATP11B,ATP11C,ATP12A,ATP13A1,ATP13A2,ATP13A4,ATP13A5,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,ATP2C1,ATP2C2,ATP4A,ATP4B,ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D2,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1G2,ATP6V1G3,ATP6V1H,ATP7A,ATP7B,ATP8A1,ATP8A2,ATP8B1,ATP8B2,ATP8B3,ATP8B4,ATP9A,ATP9B,ATPV0D1,BEST1,BEST2,BEST3,BEST4,BSND,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CLCA1,CLCA2,CLCA3P,CLCA4,CLCN1,CLCN2,CLCN3,CLCN4,CLCN5,CLCN6,CLCN7,CLCNKA,CLCNKB,CLIC2,CUTC,FKBP1B,FXYD1,FXYD2,FXYD3,FXYD4,FXYD6,FXYD7,MCOLN1,MCOLN2,MCOLN3,NALCN,NEDD4L,OSTM1,PDZD11,PLN,RAF1,RPS27A,RYR1,RYR2,RYR3,SCNN1A,SCNN1B,SCNN1D,SCNN1G,SGK1,SGK2,SGK3,SLC17A3,SLC9B1,SLC9B2,SLC9C1,SLC9C2,SLN,SRI,STOM,STOML3,TCIRG1,TPCN1,TPCN2,TRDN,TRPA1,TRPC1,TRPC3,TRPC4,TRPC4AP,TRPC5,TRPC6,TRPC7,TRPM1,TRPM2,TRPM3,TRPM4,TRPM5,TRPM6,TRPM7,TRPM8,TRPV1,TRPV2,TRPV3,TRPV4,TRPV5,TRPV6,TSC22D3,TTYH1,TTYH2,TTYH3,UBA52,UBB,UBC,UNC79,UNC80,WNK1,WNK2,WNK3,WNK4,WWP1
429914	Deadenylation-dependent mRNA decay	CNOT1,CNOT10,CNOT11,CNOT2,CNOT3,CNOT4,CNOT6,CNOT6L,CNOT7,CNOT8,DCP1A,DCP1B,DCP2,DCPS,DDX6,DIS3,EDC3,EDC4,EIF4A1,EIF4A2,EIF4A3,EIF4B,EIF4E,EIF4G1,EXOSC1,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,HBS1L,LSM1,LSM2,LSM3,LSM4,LSM5,LSM6,LSM7,NT5C3B,PABPC1,PAIP1,PAN2,PAN3,PARN,PATL1,RQCD1,SKIC2,SKIC3,SKIC8,TNKS1BP1,XRN1,ZCCHC11,ZCCHC6
5696398	Nucleotide Excision Repair	ACTB,ACTL6A,ACTR5,ACTR8,AQR,CCNH,CDK7,CETN2,CHD1L,COPS2,COPS3,COPS4,COPS5,COPS6,COPS7A,COPS7B,COPS8,CUL4A,CUL4B,DDB1,DDB2,ELL,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC6,ERCC8,GPS1,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,INO80,INO80B,INO80C,INO80D,INO80E,ISY1,LIG1,LIG3,MCRS1,MNAT1,NFRKB,PARP1,PARP2,PCNA,PIAS1,PIAS3,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLK,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PPIE,PRPF19,RAD23A,RAD23B,RBX1,RFC1,RFC2,RFC3,RFC4,RFC5,RNF111,RPA1,RPA2,RPA3,RPS27A,RUVBL1,SUMO1,SUMO2,SUMO3,TCEA1,TFPT,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V2,USP45,USP7,UVSSA,XAB2,XPA,XPC,XRCC1,YY1,ZNF830
5683826	Surfactant metabolism	ABCA3,ADGRF5,ADORA2A,ADORA2B,ADRA2A,ADRA2C,CCDC59,CECR1,CKAP4,CSF2RA,CSF2RB,CTSH,DMBT1,GATA6,LMCD1,NAPSA,P2RY2,PGA3,PGA4,PGA5,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SLC34A1,SLC34A2,TTF1,ZDHHC2
1483206	Glycerophospholipid biosynthesis	ABHD3,ABHD4,ACHE,ACP6,AGK,AGPAT1,AGPAT2,AGPAT3,AGPAT4,AGPAT5,ALPI,AWAT2,BCHE,CDIPT,CDS1,CDS2,CEPT1,CHAT,CHKA,CHKB,CHPT1,CPNE1,CPNE3,CPNE6,CPNE7,CRLS1,CSNK2A1,CSNK2A2,CSNK2B,DDHD1,DDHD2,DGAT1,DGAT2,DGAT2L6,DUSP23,ETNK1,ETNK2,ETNPPL,GNPAT,GPAM,GPAT2,GPAT3,GPAT4,GPCPD1,GPD1,GPD1L,GPD2,HADHA,HADHB,LCLAT1,LIPH,LIPI,LPCAT1,LPCAT2,LPCAT3,LPCAT4,LPGAT1,LPIN1,LPIN2,LPIN3,MBOAT1,MBOAT2,MBOAT7,MFSD2A,MGLL,MIGA1,MIGA2,OSBPL10,OSBPL5,OSBPL8,PCTP,PCYT1A,PCYT1B,PCYT2,PEMT,PGS1,PHOSPHO1,PISD,PITPNB,PITPNM1,PITPNM2,PITPNM3,PLA1A,PLA2G10,PLA2G12A,PLA2G15,PLA2G1B,PLA2G2A,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4C,PLA2G4D,PLA2G4E,PLA2G4F,PLA2G5,PLA2G6,PLA2R1,PLAAT1,PLAAT2,PLAAT3,PLAAT4,PLAAT5,PLB1,PLBD1,PLD1,PLD2,PLD3,PLD4,PLD6,PNPLA2,PNPLA3,PNPLA8,PTDSS1,PTDSS2,SELENOI,SLC44A1,SLC44A2,SLC44A3,SLC44A4,SLC44A5,STARD10,STARD7,TAFAZZIN,TMEM86B
5633008	TP53 Regulates Transcription of Cell Death Genes	AIFM2,APAF1,ATM,BAX,BBC3,BCL2L14,BCL6,BID,BIRC5,BNIP3L,CASP1,CASP10,CASP2,CASP6,CHM,CRADD,CREBBP,FAS,IGFBP3,NDRG1,NLRC4,PERP,PIDD1,PMAIP1,PPP1R13B,PRELID1,PRELID3A,RABGGTA,RABGGTB,STEAP3,TMEM219,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TP53,TP53AIP1,TP53BP2,TP53I3,TP53INP1,TP63,TP73,TRIAP1,ZNF420
